realDep,routes,match,nTrans,wk,iv,wt,nwk,tiv,id,ntiv,aux,ov,tt,cost,tway,matchiv,matchaux,compProp,PS
773,5,1,0,3.0,25,15.0,0,0,11172,25,3.0,18.0,43.0,43.0,0,25,3.0,1.0238095238095237,0.051344
794,5_14,0,1,3.0,23,8.0,0,0,11172,23,3.0,11.0,34.0,44.0,0,25,3.0,1.0476190476190477,0.051344
781,923_5,0,1,4.0,22,9.0,0,7,11172,15,4.0,13.0,35.0,45.0,1,25,3.0,1.0714285714285714,0.055449
883,2_10,0,1,14.3,44,10.7,0,0,11192,44,14.3,25.0,69.0,79.0,0,49,12.7,1.0,0.019975
882,902_10,1,1,12.7,49,8.3,0,10,11192,39,12.7,21.0,70.0,80.0,1,49,12.7,1.0126582278481013,0.020728
884,121_2_10,0,2,14.3,43,10.7,0,0,11192,43,14.3,25.0,68.0,88.0,0,49,12.7,1.1139240506329113,0.019975
966,436_921_902,0,2,18.42,45,16.58,0,29,11207,16,18.42,35.0,80.0,100.0,1,50,12.42,1.0,0.027726
976,446_921_902,1,2,12.42,50,19.58,0,30,11207,20,12.42,32.0,82.0,102.0,1,50,12.42,1.02,0.000797
1158,902_22_23,0,2,5.7,47,8.3,0,23,11256,24,5.7,14.0,61.0,81.0,1,44,5.94,1.0,0.000628
1158,902_21_5,0,2,11.38,40,11.62,0,5,11256,35,11.38,23.0,63.0,83.0,1,44,5.94,1.0246913580246915,0.0
1128,902_921_23,1,2,5.94,44,14.06,0,23,11256,21,5.94,20.0,64.0,84.0,1,44,5.94,1.037037037037037,1.4e-05
1143,902_14,0,1,26.74,41,7.26,0,26,11256,15,26.74,34.0,75.0,85.0,1,44,5.94,1.0493827160493827,2.5e-05
1143,902_10_11,0,2,6.86,53,10.14,0,30,11256,23,6.86,17.0,70.0,90.0,1,44,5.94,1.1111111111111112,0.0
1153,4,0,0,17.0,20,10.0,0,0,11279,20,17.0,27.0,47.0,47.0,0,19,22.0,1.0,0.0
1156,18,1,0,22.0,19,11.0,0,0,11279,19,22.0,33.0,52.0,52.0,0,19,22.0,1.1063829787234043,0.021661
1179,21_18,0,1,8.3,26,9.7,0,0,11279,26,8.3,18.0,44.0,54.0,0,19,22.0,1.148936170212766,0.017773
1139,21_904_515,0,2,9.32,18,9.68,0,7,11279,11,9.32,19.0,37.0,57.0,1,19,22.0,1.2127659574468086,0.0
369,54_46_23,0,2,9.64,30,8.36,0,0,11301,30,9.64,18.0,48.0,68.0,0,31,2.1,1.0,0.016504
370,63_921_7,1,2,2.1,31,20.9,0,13,11301,18,2.1,23.0,54.0,74.0,1,31,2.1,1.088235294117647,0.019804
408,921_901,1,1,10.98,21,7.02,0,21,11303,0,10.98,18.0,39.0,49.0,1,21,10.98,1.0,0.003081
400,921_902,0,1,11.28,31,6.72,0,31,11303,0,11.28,18.0,49.0,59.0,1,21,10.98,1.2040816326530612,0.0
381,46_904,0,1,10.26,31,11.74,0,7,11303,24,10.26,22.0,53.0,63.0,1,21,10.98,1.2857142857142858,0.0
422,921,1,0,18.0,14,5.0,0,14,11308,0,18.0,23.0,37.0,37.0,1,14,18.0,1.0,0.086643
422,63_921,0,1,11.8,17,8.2,0,16,11308,1,11.8,20.0,37.0,47.0,1,14,18.0,1.2702702702702702,0.063013
454,921,1,0,14.0,8,6.0,0,8,11316,0,14.0,20.0,28.0,28.0,1,8,14.0,1.0,0.271321
442,3_921,0,1,7.0,12,9.0,0,8,11316,4,7.0,16.0,28.0,38.0,1,8,14.0,1.3571428571428572,0.001099
444,21,0,0,30.0,3,6.0,0,0,11316,3,30.0,36.0,39.0,39.0,0,8,14.0,1.3928571428571428,0.0
452,67_921,0,1,5.76,9,15.24,0,7,11316,2,5.76,21.0,30.0,40.0,1,8,14.0,1.4285714285714286,0.001526
439,5,1,0,6.0,34,11.0,0,0,11322,34,6.0,17.0,51.0,51.0,0,34,6.0,1.0,0.039786
445,22_5,0,1,7.0,30,8.0,0,0,11322,30,7.0,15.0,45.0,55.0,0,34,6.0,1.0784313725490196,0.046023
424,5_22,0,1,8.0,32,8.0,0,0,11322,32,8.0,16.0,48.0,58.0,0,34,6.0,1.1372549019607843,0.038676
427,5_22_923,0,2,6.0,31,8.0,0,2,11322,29,6.0,14.0,45.0,65.0,1,34,6.0,1.2745098039215685,0.040961
465,32_5,0,1,3.8,35,16.2,0,0,11322,35,3.8,20.0,55.0,65.0,0,34,6.0,1.2745098039215685,0.037626
422,5,1,0,10.0,30,6.0,0,0,11326,30,10.0,16.0,46.0,46.0,0,30,10.0,1.0,0.021005
432,923_9,0,1,9.0,29,6.0,0,22,11326,7,9.0,15.0,44.0,54.0,1,30,10.0,1.173913043478261,4e-06
421,5_923,0,1,20.0,23,7.0,0,6,11326,17,20.0,27.0,50.0,60.0,1,30,10.0,1.3043478260869565,0.029486
506,923,1,0,4.0,19,5.0,0,19,11333,0,4.0,9.0,28.0,28.0,1,19,4.0,1.0,0.000317
522,5,0,0,7.0,19,8.0,0,0,11333,19,7.0,15.0,34.0,34.0,0,19,4.0,1.2142857142857142,0.001205
547,902,1,0,7.0,19,6.0,0,19,11361,0,7.0,13.0,32.0,32.0,1,19,7.0,1.0,0.077016
557,121_902,0,1,5.56,21,7.44,0,19,11361,2,5.56,13.0,34.0,44.0,1,19,7.0,1.375,0.06298
535,902,1,0,5.0,11,6.0,0,11,11364,0,5.0,11.0,22.0,22.0,1,11,5.0,1.0,0.0
544,67,0,0,2.0,13,11.0,0,0,11364,13,2.0,13.0,26.0,26.0,0,11,5.0,1.1818181818181819,0.0
616,54,0,0,16.0,3,10.0,0,0,11365,3,16.0,26.0,29.0,29.0,0,5,25.0,1.0,0.528961
613,61,0,0,16.0,4,10.0,0,0,11365,4,16.0,26.0,30.0,30.0,0,5,25.0,1.0344827586206897,0.258217
594,74,0,0,16.0,3,13.0,0,0,11365,3,16.0,29.0,32.0,32.0,0,5,25.0,1.103448275862069,0.258217
609,902,1,0,25.0,5,6.0,0,5,11365,0,25.0,31.0,36.0,36.0,1,5,25.0,1.2413793103448276,0.0
618,5_9,1,1,2.32,35,5.68,0,0,11375,35,2.32,8.0,43.0,53.0,0,35,2.32,1.0,0.018734
597,5_923,0,1,8.0,37,10.0,0,7,11375,30,8.0,18.0,55.0,65.0,1,35,2.32,1.2264150943396226,0.020405
595,902_921,1,1,11.02,26,7.98,0,26,11380,0,11.02,19.0,45.0,55.0,1,26,11.02,1.0,0.043322
607,923_902_921,0,2,4.98,32,8.02,0,32,11380,0,4.98,13.0,45.0,65.0,1,26,11.02,1.1818181818181819,0.035579
608,61_921,0,1,14.04,31,11.96,0,3,11380,28,14.04,26.0,57.0,67.0,1,26,11.02,1.2181818181818183,0.0
618,21,0,0,2.0,17,8.0,0,0,11387,17,2.0,10.0,27.0,27.0,0,14,11.0,1.0,0.053319
624,902,1,0,11.0,14,6.0,0,14,11387,0,11.0,17.0,31.0,31.0,1,14,11.0,1.1481481481481481,0.0
599,64_21,0,1,2.0,17,8.0,0,0,11387,17,2.0,10.0,27.0,37.0,0,14,11.0,1.3703703703703705,0.053319
617,63_21,0,1,3.0,18,7.0,0,0,11387,18,3.0,10.0,28.0,38.0,0,14,11.0,1.4074074074074074,0.051344
597,54_21,0,1,2.0,17,10.0,0,0,11387,17,2.0,12.0,29.0,39.0,0,14,11.0,1.4444444444444444,0.053319
571,902_87,0,1,13.5,20,6.5,0,4,11388,16,13.5,20.0,40.0,50.0,1,20,15.02,1.0,0.028933
595,902_921,1,1,15.02,20,7.98,0,20,11388,0,15.02,23.0,43.0,53.0,1,20,15.02,1.06,2e-06
597,121_87,0,1,16.2,21,6.8,0,0,11388,21,16.2,23.0,44.0,54.0,0,20,15.02,1.08,0.046416
692,67,0,0,7.0,3,11.0,0,0,11400,3,7.0,18.0,21.0,21.0,0,2,17.0,1.0,0.0
656,921,0,0,13.0,4,6.0,0,4,11400,0,13.0,19.0,23.0,23.0,1,2,17.0,1.0952380952380953,0.0
662,902,1,0,17.0,2,6.0,0,2,11400,0,17.0,23.0,25.0,25.0,1,2,17.0,1.1904761904761905,0.0
641,921_902,1,1,4.28,14,8.72,0,14,11412,0,4.28,13.0,27.0,37.0,1,14,4.28,1.0,0.0
665,87,0,0,21.0,14,11.0,0,0,11412,14,21.0,32.0,46.0,46.0,0,14,4.28,1.2432432432432432,0.0
698,902,1,0,14.0,10,6.0,0,10,11416,0,14.0,20.0,30.0,30.0,1,10,14.0,1.0,0.0
697,2_698,0,1,6.0,13,6.0,0,0,11416,13,6.0,12.0,25.0,35.0,0,10,14.0,1.1666666666666667,0.0
671,2_61,0,1,4.0,20,6.0,0,0,11416,20,4.0,10.0,30.0,40.0,0,10,14.0,1.3333333333333333,0.0
667,921_21,1,1,11.32,36,6.68,0,9,11430,27,11.32,18.0,54.0,64.0,1,36,11.32,1.0,0.0
660,921_7_21,0,2,12.32,32,8.68,0,10,11430,22,12.32,21.0,53.0,73.0,1,36,11.32,1.140625,0.0
666,921_901,1,1,7.98,31,7.02,0,31,11432,0,7.98,15.0,46.0,56.0,1,31,7.98,1.0,0.036528
662,74_901,0,1,7.4,32,10.6,0,20,11432,12,7.4,18.0,50.0,60.0,1,31,7.98,1.0714285714285714,0.021641
688,921_902,0,1,7.28,35,8.72,0,35,11432,0,7.28,16.0,51.0,61.0,1,31,7.98,1.0892857142857142,1e-05
660,921,1,0,2.0,6,6.0,0,6,11443,0,2.0,8.0,14.0,14.0,1,6,2.0,1.0,0.003209
664,74,0,0,1.0,8,7.0,0,0,11443,8,1.0,8.0,16.0,16.0,0,6,2.0,1.1428571428571428,0.0
689,18_6,1,1,16.0,51,8.0,0,0,11450,51,16.0,24.0,75.0,85.0,0,51,16.0,1.0,0.0
661,4_923_22,0,2,12.7,47,10.3,0,2,11450,45,12.7,23.0,70.0,90.0,1,51,16.0,1.0588235294117647,0.0
729,67,0,0,7.0,18,11.0,0,0,11457,18,7.0,18.0,36.0,36.0,0,16,16.0,1.0,0.024727
732,902,1,0,16.0,16,6.0,0,16,11457,0,16.0,22.0,38.0,38.0,1,16,16.0,1.0555555555555556,0.091718
759,67_902,0,1,3.98,19,12.02,0,8,11457,11,3.98,16.0,35.0,45.0,1,16,16.0,1.25,0.02666
742,83_902,0,1,6.16,19,14.84,0,16,11457,3,6.16,21.0,40.0,50.0,1,16,16.0,1.3888888888888888,0.057818
720,5,1,0,11.0,26,8.0,0,0,11460,26,11.0,19.0,45.0,45.0,0,26,11.0,1.0,0.000266
733,540_904,0,1,9.52,21,12.48,0,11,11460,10,9.52,22.0,43.0,53.0,1,26,11.0,1.1777777777777778,0.000119
749,63_921_446,1,2,12.78,41,19.22,0,14,11474,27,12.78,32.0,73.0,93.0,1,41,12.78,1.0,0.000699
747,63_21_901_446,0,3,15.96,40,19.04,0,4,11474,36,15.96,35.0,75.0,105.0,1,41,12.78,1.1290322580645162,1.5e-05
797,901_921,1,1,16.96,16,13.04,0,16,11479,0,16.96,30.0,46.0,56.0,1,16,16.96,1.0,0.008323
773,901_74_921,0,2,16.36,18,11.64,0,12,11479,6,16.36,28.0,46.0,66.0,1,16,16.96,1.1785714285714286,0.00523
785,901_46_921,0,2,16.54,16,13.46,0,15,11479,1,16.54,30.0,46.0,66.0,1,16,16.96,1.1785714285714286,0.091513
750,5_465_18,0,2,7.6,67,10.4,0,0,11480,67,7.6,18.0,85.0,105.0,0,68,7.44,1.0,0.0
795,923_6_17_18,0,3,7.44,67,10.56,0,28,11480,39,7.44,18.0,85.0,115.0,1,68,7.44,1.0952380952380953,0.009242
775,923_18,1,1,7.44,68,30.56,0,28,11480,40,7.44,38.0,106.0,116.0,1,68,7.44,1.1047619047619048,0.009242
775,5,1,0,7.0,14,8.0,0,0,11490,14,7.0,15.0,29.0,29.0,0,14,7.0,1.0,0.072696
779,923,0,0,15.0,10,5.0,0,10,11490,0,15.0,20.0,30.0,30.0,1,14,7.0,1.0344827586206897,0.182635
787,5_923,0,1,7.0,13,12.0,0,5,11490,8,7.0,19.0,32.0,42.0,1,14,7.0,1.4482758620689655,0.06585
787,5,1,0,4.0,6,8.0,0,0,11492,6,4.0,12.0,18.0,18.0,0,6,4.0,1.0,0.001378
784,923,0,0,12.0,4,5.0,0,4,11492,0,12.0,17.0,21.0,21.0,1,6,4.0,1.1666666666666667,0.019873
816,9,0,0,9.0,6,11.0,0,0,11492,6,9.0,20.0,26.0,26.0,0,6,4.0,1.4444444444444444,0.002311
862,923_5,1,1,1.0,32,8.0,0,11,11499,21,1.0,9.0,41.0,51.0,1,32,1.0,1.0,0.0
838,901_23,0,1,19.16,25,7.84,0,16,11499,9,19.16,27.0,52.0,62.0,1,32,1.0,1.2156862745098038,0.0
849,21,1,0,2.0,8,8.0,0,0,11507,8,2.0,10.0,18.0,18.0,0,8,2.0,1.0,0.0
843,921,0,0,17.0,2,6.0,0,2,11507,0,17.0,23.0,25.0,25.0,1,8,2.0,1.3888888888888888,0.0
857,21_75,0,1,3.82,35,9.18,0,0,11508,35,3.82,13.0,48.0,58.0,0,35,2.62,1.0,0.026921
850,63_75,0,1,12.56,35,7.44,0,0,11508,35,12.56,20.0,55.0,65.0,0,35,2.62,1.1206896551724137,0.029993
879,21_68,1,1,2.62,35,18.38,0,0,11508,35,2.62,21.0,56.0,66.0,0,35,2.62,1.1379310344827587,0.015049
868,21_902_68,0,2,4.88,38,9.12,0,12,11508,26,4.88,14.0,52.0,72.0,1,35,2.62,1.2413793103448276,0.019746
857,63,0,0,25.0,15,6.0,0,0,11509,15,25.0,31.0,46.0,46.0,0,15,15.28,1.0,0.040773
848,921_63_67,0,2,2.8,17,7.2,0,1,11509,16,2.8,10.0,27.0,47.0,1,15,15.28,1.0217391304347827,0.028835
837,921_902,1,1,15.28,15,7.72,0,15,11509,0,15.28,23.0,38.0,48.0,1,15,15.28,1.0434782608695652,0.0
901,5,0,0,12.0,33,8.0,0,0,11519,33,12.0,20.0,53.0,53.0,0,38,6.66,1.0,0.013591
893,904_538,0,1,11.54,31,6.46,0,13,11519,18,11.54,18.0,49.0,59.0,1,38,6.66,1.1132075471698113,0.0
902,21_5,1,1,6.66,38,7.34,0,0,11519,38,6.66,14.0,52.0,62.0,0,38,6.66,1.169811320754717,0.012603
914,21_904_515,0,2,7.42,31,5.58,0,8,11519,23,7.42,13.0,44.0,64.0,1,38,6.66,1.2075471698113207,0.00053
921,902,1,0,14.0,21,6.0,0,21,11528,0,14.0,20.0,41.0,41.0,1,21,14.0,1.0,0.077009
904,21_94,0,1,8.44,14,15.56,0,0,11528,14,8.44,24.0,38.0,48.0,0,21,14.0,1.170731707317073,0.0
945,21_902,0,1,15.82,20,5.18,0,19,11528,1,15.82,21.0,41.0,51.0,1,21,14.0,1.2439024390243902,0.068794
907,921,1,0,8.0,27,6.0,0,27,11534,0,8.0,14.0,41.0,41.0,1,27,8.0,1.0,0.0
904,87,0,0,7.0,35,10.0,0,0,11534,35,7.0,17.0,52.0,52.0,0,27,8.0,1.2682926829268293,0.0
939,921,1,0,8.0,5,6.0,0,5,11535,0,8.0,14.0,19.0,19.0,1,5,8.0,1.0,0.29611
933,74,0,0,6.0,6,8.0,0,0,11535,6,6.0,14.0,20.0,20.0,0,5,8.0,1.0526315789473684,0.149683
935,46,0,0,6.0,7,11.0,0,0,11535,7,6.0,17.0,24.0,24.0,0,5,8.0,1.263157894736842,0.149683
942,902,1,0,6.0,25,6.0,0,25,11536,0,6.0,12.0,37.0,37.0,1,25,6.0,1.0,0.049511
912,901_94,0,1,11.9,20,7.1,0,5,11536,15,11.9,19.0,39.0,49.0,1,25,6.0,1.3243243243243243,0.000521
910,902,1,0,11.0,34,6.0,0,34,11537,0,11.0,17.0,51.0,51.0,1,34,11.0,1.0,0.040773
932,768_902,0,1,9.88,36,7.12,0,35,11537,1,9.88,17.0,53.0,63.0,1,34,11.0,1.2352941176470589,0.034657
967,902,1,0,10.0,2,6.0,0,2,11545,0,10.0,16.0,18.0,18.0,1,2,10.0,1.0,0.0
967,6,0,0,6.0,2,11.0,0,0,11545,2,6.0,17.0,19.0,19.0,0,2,10.0,1.0555555555555556,0.0
992,121,0,0,13.0,2,6.0,0,0,11545,2,13.0,19.0,21.0,21.0,0,2,10.0,1.1666666666666667,0.0
970,921_32,1,1,11.22,36,10.78,0,18,11547,18,11.22,22.0,58.0,68.0,1,36,11.22,1.0,0.0
990,21_902_30,0,2,11.74,29,11.26,0,7,11547,22,11.74,23.0,52.0,72.0,1,36,11.22,1.0588235294117647,0.0
988,353_68,0,1,4.64,39,11.36,0,0,11558,39,4.64,16.0,55.0,65.0,0,40,13.66,1.0,0.0
978,902,0,0,23.0,37,6.0,0,37,11558,0,23.0,29.0,66.0,66.0,1,40,13.66,1.0153846153846153,0.036481
1002,902_62,1,1,13.66,40,6.34,0,37,11558,3,13.66,20.0,60.0,70.0,1,40,13.66,1.0769230769230769,0.028837
958,902_83,0,1,11.12,8,6.88,0,6,11563,2,11.12,18.0,26.0,36.0,1,15,20.0,1.0,0.0
963,21,1,0,20.0,15,6.0,0,0,11563,15,20.0,26.0,41.0,41.0,0,15,20.0,1.1388888888888888,0.0
1071,18,1,0,9.0,11,6.0,0,0,11569,11,9.0,15.0,26.0,26.0,0,11,9.0,1.0,0.0
1041,904,0,0,22.0,5,6.0,0,5,11569,0,22.0,28.0,33.0,33.0,1,11,9.0,1.2692307692307692,0.0
1008,23_921,1,1,1.0,46,14.0,0,21,11581,25,1.0,15.0,61.0,71.0,1,46,1.0,1.0,0.026795
1028,23_74_921,0,2,1.36,46,14.64,0,20,11581,26,1.36,16.0,62.0,82.0,1,46,1.0,1.1549295774647887,0.026157
1005,11_23_921,0,2,3.22,47,13.78,0,21,11581,26,3.22,17.0,64.0,84.0,1,46,1.0,1.1830985915492958,0.025549
1048,921_902,1,1,6.02,14,13.98,0,14,11584,0,6.02,20.0,34.0,44.0,1,14,6.02,1.0,0.017471
1058,63_902,0,1,4.5,24,7.5,0,13,11584,11,4.5,12.0,36.0,46.0,1,14,6.02,1.0454545454545454,0.00261
1063,63_65,0,1,4.74,25,7.26,0,0,11584,25,4.74,12.0,37.0,47.0,0,14,6.02,1.0681818181818181,0.0
1032,21_902,0,1,15.7,15,7.3,0,6,11584,9,15.7,23.0,38.0,48.0,1,14,6.02,1.0909090909090908,0.006504
1054,18_5,1,1,1.12,30,6.88,0,0,11595,30,1.12,8.0,38.0,48.0,0,30,1.12,1.0,0.047803
1030,18_14_5,0,2,0.64,29,6.36,0,0,11595,29,0.64,7.0,36.0,56.0,0,30,1.12,1.1666666666666667,0.047803
1042,18_923_5,0,2,1.12,28,7.88,0,1,11595,27,1.12,9.0,37.0,57.0,1,30,1.12,1.1875,0.047803
1032,17_923_5,0,2,1.12,29,7.88,0,1,11595,28,1.12,9.0,38.0,58.0,1,30,1.12,1.2083333333333333,0.047803
1018,901,1,0,16.0,18,6.0,0,18,11608,0,16.0,22.0,40.0,40.0,1,18,16.0,1.0,0.077016
1015,9_901,0,1,9.42,22,11.58,0,18,11608,4,9.42,21.0,43.0,53.0,1,18,16.0,1.325,0.04603
1042,901,1,0,6.0,12,6.0,0,12,11610,0,6.0,12.0,24.0,24.0,1,12,6.0,1.0,0.115524
1067,21_901,0,1,3.88,14,5.12,0,12,11610,2,3.88,9.0,23.0,33.0,1,12,6.0,1.375,0.086538
1109,10,0,0,12.0,6,5.0,0,0,11612,6,12.0,17.0,23.0,23.0,0,9,7.0,1.0,0.265776
1114,18,1,0,7.0,9,9.0,0,0,11612,9,7.0,16.0,25.0,25.0,0,9,7.0,1.0869565217391304,0.1023
1087,11,0,0,10.0,8,7.0,0,0,11612,8,10.0,17.0,25.0,25.0,0,9,7.0,1.0869565217391304,0.151999
1087,904,0,0,16.0,3,6.0,0,3,11612,0,16.0,22.0,25.0,25.0,1,9,7.0,1.0869565217391304,0.0
1099,921_74,1,1,8.34,31,6.66,0,20,11613,11,8.34,15.0,46.0,56.0,1,31,8.34,1.0,0.020387
1087,921_63,0,1,12.38,29,7.62,0,17,11613,12,12.38,20.0,49.0,59.0,1,31,8.34,1.0535714285714286,0.028881
1114,921,0,0,11.0,10,6.0,0,10,11615,0,11.0,17.0,27.0,27.0,1,12,0.66,1.0,0.157945
1090,921_9,0,1,0.66,13,6.34,0,11,11615,2,0.66,7.0,20.0,30.0,1,12,0.66,1.1111111111111112,0.091551
1106,74,0,0,11.0,11,8.0,0,0,11615,11,11.0,19.0,30.0,30.0,0,12,0.66,1.1111111111111112,0.082302
1114,921_7,1,1,0.66,12,8.34,0,10,11615,2,0.66,9.0,21.0,31.0,1,12,0.66,1.1481481481481481,0.091551
1087,74_9,0,1,0.32,14,8.68,0,0,11615,14,0.32,9.0,23.0,33.0,0,12,0.66,1.2222222222222223,0.060598
1155,32_921,1,1,4.22,51,20.78,0,21,11643,30,4.22,25.0,76.0,86.0,1,51,4.22,1.0,0.0105
1143,14_3_921,0,2,4.52,63,8.48,0,14,11643,49,4.52,13.0,76.0,96.0,1,51,4.22,1.1162790697674418,0.010343
1122,17_901,0,1,6.68,22,8.32,0,13,11657,9,6.68,15.0,37.0,47.0,1,24,8.96,1.0,0.084509
1151,11_901,0,1,6.68,22,9.32,0,13,11657,9,6.68,16.0,38.0,48.0,1,24,8.96,1.0212765957446808,0.084509
1146,18_901,1,1,8.96,24,10.04,0,13,11657,11,8.96,19.0,43.0,53.0,1,24,8.96,1.127659574468085,0.078472
1172,921,1,0,29.0,19,6.0,0,19,11658,0,29.0,35.0,54.0,54.0,1,19,29.0,1.0,0.099874
1148,921_74,0,1,19.34,21,6.66,0,19,11658,2,19.34,26.0,47.0,57.0,1,19,29.0,1.0555555555555556,0.064862
1180,32_921,0,1,15.22,22,20.78,0,18,11658,4,15.22,36.0,58.0,68.0,1,19,29.0,1.2592592592592593,0.061233
1211,901,1,0,21.0,13,6.0,0,13,11659,0,21.0,27.0,40.0,40.0,1,13,21.0,1.0,0.156945
1196,6_901,0,1,11.68,17,11.32,0,13,11659,4,11.68,23.0,40.0,50.0,1,13,21.0,1.25,0.066083
1237,11_901,0,1,10.96,21,12.04,0,13,11659,8,10.96,23.0,44.0,54.0,1,13,21.0,1.35,0.055546
1213,18,1,0,3.0,25,11.0,0,0,11671,25,3.0,14.0,39.0,39.0,0,25,3.0,1.0,2e-06
1223,901_23,0,1,4.16,22,6.84,0,11,11671,11,4.16,11.0,33.0,43.0,1,25,3.0,1.1025641025641026,0.0
1204,11,0,0,8.0,25,11.0,0,0,11671,25,8.0,19.0,44.0,44.0,0,25,3.0,1.1282051282051282,0.000824
540,991,0,0,3.0,5,6.0,0,0,11785,5,3.0,9.0,14.0,14.0,0,2,6.0,1.0,0.0
545,901,1,0,3.0,2,6.0,3,2,11785,0,6.0,12.0,14.0,14.0,1,2,6.0,1.0,0.0
671,9,0,0,10.0,50,11.0,0,0,11804,50,10.0,21.0,71.0,71.0,0,38,15.18,1.0,0.000122
641,9_901,1,1,15.18,38,11.82,0,7,11804,31,15.18,27.0,65.0,75.0,1,38,15.18,1.056338028169014,0.016495
848,923_18,0,1,4.44,41,5.56,0,30,11833,11,4.44,10.0,51.0,61.0,1,42,5.08,1.0,0.053319
838,923_17,1,1,5.08,42,6.92,0,30,11833,12,5.08,12.0,54.0,64.0,1,42,5.08,1.0491803278688525,0.051344
868,923_6_17,0,2,4.44,40,8.56,0,31,11833,9,4.44,13.0,53.0,73.0,1,42,5.08,1.1967213114754098,0.053319
838,923_17_6,0,2,5.08,41,7.92,0,30,11833,11,5.08,13.0,54.0,74.0,1,42,5.08,1.2131147540983607,0.051344
848,923_18,0,1,4.44,41,5.56,0,30,11840,11,4.44,10.0,51.0,61.0,1,42,5.08,1.0,0.053319
838,923_17,1,1,5.08,42,6.92,0,30,11840,12,5.08,12.0,54.0,64.0,1,42,5.08,1.0491803278688525,0.051344
868,923_6_17,0,2,4.44,40,8.56,0,31,11840,9,4.44,13.0,53.0,73.0,1,42,5.08,1.1967213114754098,0.053319
838,923_17_6,0,2,5.08,41,7.92,0,30,11840,11,5.08,13.0,54.0,74.0,1,42,5.08,1.2131147540983607,0.051344
857,7,0,0,13.0,10,10.0,0,0,11843,10,13.0,23.0,33.0,33.0,0,2,26.0,1.0,0.0
842,22,0,0,16.0,11,7.0,0,0,11843,11,16.0,23.0,34.0,34.0,0,2,26.0,1.0303030303030303,0.0
856,901,1,0,26.0,2,6.0,0,2,11843,0,26.0,32.0,34.0,34.0,1,2,26.0,1.0303030303030303,0.0
831,9,0,0,12.0,13,11.0,0,0,11843,13,12.0,23.0,36.0,36.0,0,2,26.0,1.0909090909090908,0.0
893,5,1,0,7.0,36,8.0,0,0,11856,36,7.0,15.0,51.0,51.0,0,36,7.0,1.0,0.012378
912,923_5,0,1,8.42,39,5.58,0,1,11856,38,8.42,14.0,53.0,63.0,1,36,7.0,1.2352941176470589,0.011748
932,22,0,0,6.0,23,13.0,0,0,11860,23,6.0,19.0,42.0,42.0,0,20,15.74,1.0,0.045984
936,923_5_22,0,2,6.74,22,4.26,0,3,11860,19,6.74,11.0,33.0,53.0,1,20,15.74,1.2619047619047619,0.045984
916,6_22,0,1,10.64,24,10.36,0,0,11860,24,10.64,21.0,45.0,55.0,0,20,15.74,1.3095238095238095,0.047336
936,11_14_22,0,2,1.64,26,8.36,0,0,11860,26,1.64,10.0,36.0,56.0,0,20,15.74,1.3333333333333333,0.042354
915,923_22,1,1,15.74,20,10.26,0,3,11860,17,15.74,26.0,46.0,56.0,1,20,15.74,1.3333333333333333,0.051917
982,923_17,0,1,1.44,31,5.56,0,20,11888,11,1.44,7.0,38.0,48.0,1,32,1.44,1.0,0.052938
992,923_18,1,1,1.44,32,6.56,0,20,11888,12,1.44,8.0,40.0,50.0,1,32,1.44,1.0416666666666667,0.052938
972,923_10,0,1,15.44,25,6.56,0,20,11888,5,15.44,22.0,47.0,57.0,1,32,1.44,1.1875,0.092418
1002,923_6_17,0,2,1.44,30,7.56,0,20,11888,10,1.44,9.0,39.0,59.0,1,32,1.44,1.2291666666666667,0.052938
968,5,1,0,4.0,15,5.0,0,0,11890,15,4.0,9.0,24.0,24.0,0,15,4.0,1.0,0.040767
956,923_5,0,1,4.74,15,5.26,0,4,11890,11,4.74,10.0,25.0,35.0,1,15,4.0,1.4583333333333333,0.040773
975,5,1,0,2.0,16,5.0,0,0,11892,16,2.0,7.0,23.0,23.0,0,16,2.0,1.0,0.001109
964,923,0,0,13.0,10,5.0,0,10,11892,0,13.0,18.0,28.0,28.0,1,16,2.0,1.2173913043478262,0.019343
956,94_923,1,1,19.0,61,15.0,0,20,11896,41,19.0,34.0,95.0,105.0,1,61,19.0,1.0,0.039236
978,68_94_923,0,2,19.56,59,14.44,0,20,11896,39,19.56,34.0,93.0,113.0,1,61,19.0,1.0761904761904761,0.039236
976,62_94_923,0,2,22.96,58,14.04,0,20,11896,38,22.96,37.0,95.0,115.0,1,61,19.0,1.0952380952380953,0.039191
987,923,1,0,3.0,19,5.0,0,19,11898,0,3.0,8.0,27.0,27.0,1,19,3.0,1.0,2.4e-05
995,721,0,0,15.0,14,11.0,0,0,11898,14,15.0,26.0,40.0,40.0,0,19,3.0,1.4814814814814814,0.010833
1009,721_755,0,1,11.54,51,10.46,0,0,11909,51,11.54,22.0,73.0,83.0,0,46,8.46,1.0,2e-06
1037,721_923,1,1,8.46,46,21.54,0,35,11909,11,8.46,30.0,76.0,86.0,1,46,8.46,1.036144578313253,0.0
1115,923,1,0,12.0,13,5.0,0,13,11930,0,12.0,17.0,30.0,30.0,1,13,12.0,1.0,0.0
1104,5,0,0,14.0,17,13.0,0,0,11930,17,14.0,27.0,44.0,44.0,0,13,12.0,1.4666666666666666,0.0
